time,ambient_temperature,rh,GHI,ac_voltage
2024-06-06 19:25:00,33.46,54.02,51.37,261.64
2024-06-06 19:30:00,33.95,54.05,32.74,261.14
2024-06-06 19:35:00,33.4,53.66,46.46,261.31
2024-06-06 19:40:00,32.98,54.98,26.4,261.95
2024-06-06 19:45:00,32.95,55.44,22.7,262.05
2024-06-06 19:50:00,33.08,56.1,19.36,261.34
2024-06-06 19:55:00,32.69,56.65,17.41,261.57
2024-06-06 20:00:00,32.81,56.9,15.97,261.95
2024-06-06 20:05:00,31.98,57.72,14.23,262.28
2024-06-06 20:10:00,31.13,59.26,12.3,262.63
2024-06-06 20:15:00,30.56,60.87,9.86,262.99
2024-06-06 20:20:00,30.36,61.79,7.23,262.97
2024-06-06 20:25:00,30.04,62.85,5.24,262.22
2024-06-06 20:30:00,29.76,63.89,3.26,262.24
2024-06-06 20:35:00,29.5,64.61,1.72,262.73
2024-06-06 20:40:00,29.28,65.78,0.84,262.28
2024-06-07 06:10:00,22.78,94.51,1.51,232.99
2024-06-07 06:15:00,22.73,94.81,2.83,258.77
2024-06-07 06:20:00,22.7,94.96,5.13,258.63
2024-06-07 06:25:00,22.7,95.24,7.4,258.64
2024-06-07 06:30:00,22.7,95.51,8.47,258.77
2024-06-07 06:35:00,22.85,95.87,8.48,258.37
2024-06-07 06:40:00,22.96,95.38,10.12,257.49
2024-06-07 06:45:00,23.08,94.31,11.77,257.74
2024-06-07 06:50:00,23.1,93.2,14.45,259.28
2024-06-07 06:55:00,22.99,92.7,19.0,260.16
2024-06-07 07:00:00,23.07,93.06,19.48,260.01
2024-06-07 07:05:00,23.17,92.3,25.5,259.93
2024-06-07 07:10:00,23.24,92.12,47.24,259.91
2024-06-07 07:15:00,23.66,91.31,71.77,259.75
2024-06-07 07:20:00,24.21,88.25,83.61,259.65
2024-06-07 07:25:00,24.76,84.22,73.93,259.48
2024-06-07 07:30:00,25.12,81.16,95.35,259.58
2024-06-07 07:35:00,25.3,79.3,102.47,259.35
2024-06-07 07:40:00,25.5,78.4,107.36,259.21
2024-06-07 07:45:00,25.55,79.12,118.73,258.64
2024-06-07 07:50:00,25.54,79.96,131.67,258.98
2024-06-07 07:55:00,25.74,80.81,144.56,259.16
2024-06-07 08:00:00,26.15,80.79,158.23,259.06
2024-06-07 08:05:00,26.15,79.34,171.9,258.91
2024-06-07 08:10:00,26.33,79.22,184.62,258.28
2024-06-07 08:15:00,26.53,78.82,199.37,258.25
2024-06-07 08:20:00,26.83,78.39,213.72,259.21
2024-06-07 08:25:00,26.95,77.22,230.77,259.14
2024-06-07 08:30:00,27.38,77.4,258.62,259.57
2024-06-07 08:35:00,27.56,75.65,295.14,259.4
2024-06-07 08:40:00,27.49,75.47,281.79,259.35
2024-06-07 08:45:00,27.51,75.1,290.2,258.57
2024-06-07 08:50:00,27.68,75.31,302.97,259.16
2024-06-07 08:55:00,28.07,75.22,316.65,259.43
2024-06-07 09:00:00,28.32,73.49,330.94,259.77
2024-06-07 09:05:00,28.6,72.79,347.88,259.62
2024-06-07 09:10:00,28.39,72.27,363.33,259.91
2024-06-07 09:15:00,28.46,72.4,382.04,259.83
2024-06-07 09:20:00,28.38,71.6,395.78,260.25
2024-06-07 09:25:00,28.42,71.7,410.43,261.29
2024-06-07 09:30:00,28.58,71.42,426.54,261.2
2024-06-07 09:35:00,29.36,71.25,438.24,261.35
2024-06-07 09:40:00,29.35,69.51,455.02,261.18
2024-06-07 09:45:00,29.93,68.17,468.19,261.11
2024-06-07 09:50:00,29.88,66.43,485.61,260.96
2024-06-07 09:55:00,29.86,65.58,500.67,261.37
2024-06-07 10:00:00,29.8,65.86,513.87,263.26
2024-06-07 10:05:00,30.65,65.14,526.23,263.09
2024-06-07 10:10:00,30.92,63.18,536.94,263.39
2024-06-07 10:15:00,31.03,61.67,548.52,263.38
2024-06-07 10:20:00,31.15,61.31,568.02,263.18
2024-06-07 10:25:00,31.24,59.97,579.52,263.32
2024-06-07 10:30:00,30.98,60.41,594.77,263.54
2024-06-07 10:35:00,31.19,59.62,604.59,263.38
2024-06-07 10:40:00,31.54,59.48,614.24,263.38
2024-06-07 10:45:00,31.46,57.64,629.17,263.28
2024-06-07 10:50:00,31.46,57.8,641.95,262.84
2024-06-07 10:55:00,32.02,57.35,655.17,262.62
2024-06-07 11:00:00,31.61,56.33,667.18,263.39
2024-06-07 11:05:00,31.68,56.08,679.03,262.85
2024-06-07 11:10:00,32.0,55.51,689.5,262.56
2024-06-07 11:15:00,32.32,54.08,702.6,262.96
2024-06-07 11:20:00,32.03,54.95,708.34,262.89
2024-06-07 11:25:00,32.27,54.71,717.69,263.1
2024-06-07 11:30:00,33.01,54.61,727.04,263.2
2024-06-07 11:35:00,33.57,54.37,748.54,263.18
2024-06-07 11:40:00,33.55,52.18,751.34,263.21
2024-06-07 11:45:00,34.71,51.6,766.67,263.01
2024-06-07 11:50:00,35.3,47.41,788.38,263.25
2024-06-07 11:55:00,35.87,45.35,788.77,263.39
2024-06-07 12:00:00,34.76,46.36,812.86,263.37
2024-06-07 12:05:00,36.35,45.97,833.46,263.49
2024-06-07 12:10:00,36.8,43.55,825.35,263.42
2024-06-07 12:15:00,36.41,42.09,827.08,263.44
2024-06-07 12:20:00,36.16,44.38,845.61,263.58
2024-06-07 12:25:00,37.68,44.6,839.93,262.79
2024-06-07 12:30:00,37.16,44.06,856.9,262.16
2024-06-07 12:35:00,36.74,43.1,847.27,262.18
2024-06-07 12:40:00,36.27,43.19,334.05,264.75
2024-06-07 12:45:00,36.18,44.21,865.8,261.39
2024-06-07 12:50:00,36.06,42.93,279.3,264.43
2024-06-07 12:55:00,35.45,44.19,843.83,263.19
2024-06-07 13:00:00,36.02,44.82,310.83,264.25
2024-06-07 13:05:00,36.62,43.19,845.91,264.41
2024-06-07 13:10:00,35.17,42.09,850.4,264.5
2024-06-07 13:15:00,35.24,42.79,866.96,264.89
2024-06-07 13:20:00,35.33,42.41,868.24,264.79
2024-06-07 13:25:00,34.94,40.31,868.63,264.61
2024-06-07 13:30:00,35.43,41.65,916.38,264.68
2024-06-07 13:35:00,36.25,40.91,911.3,264.78
2024-06-07 13:40:00,35.92,41.14,792.49,264.5
2024-06-07 13:45:00,35.99,40.2,923.03,264.38
2024-06-07 13:50:00,35.97,39.78,914.47,264.6
2024-06-07 13:55:00,35.3,39.37,476.75,263.9
2024-06-07 14:00:00,34.15,41.04,920.2,261.7
2024-06-07 14:05:00,34.0,42.58,886.24,264.28
2024-06-07 14:10:00,34.29,42.77,858.22,264.02
2024-06-07 14:15:00,33.92,42.92,882.16,263.41
2024-06-07 14:20:00,34.05,43.23,854.1,263.81
2024-06-07 14:25:00,34.21,43.1,840.54,263.67
2024-06-07 14:30:00,34.14,43.11,849.45,263.6
2024-06-07 14:35:00,34.33,42.95,886.86,262.71
2024-06-07 14:40:00,35.06,42.81,274.06,263.32
2024-06-07 14:45:00,34.9,41.75,847.63,262.66
2024-06-07 14:50:00,34.82,42.15,863.98,263.6
2024-06-07 14:55:00,34.81,41.36,132.57,261.67
2024-06-07 15:00:00,33.86,42.43,848.7,262.87
2024-06-07 15:05:00,34.23,43.22,822.45,264.52
2024-06-07 15:10:00,34.4,42.4,799.52,264.4
2024-06-07 15:15:00,34.81,41.84,209.33,263.46
2024-06-07 15:20:00,34.93,42.22,764.62,262.88
2024-06-07 15:25:00,34.93,40.79,531.07,264.01
2024-06-07 15:30:00,35.05,40.44,624.48,263.78
2024-06-07 15:35:00,35.08,40.57,765.03,264.09
2024-06-07 15:40:00,35.58,40.13,744.4,264.51
2024-06-07 15:45:00,36.27,39.17,351.64,264.04
2024-06-07 15:50:00,35.8,38.82,215.99,260.74
2024-06-07 15:55:00,34.99,39.48,737.41,263.39
2024-06-07 16:00:00,35.61,40.06,321.74,264.4
2024-06-07 16:05:00,35.03,39.08,177.37,260.57
2024-06-07 16:10:00,33.98,40.81,649.29,260.45
2024-06-07 16:15:00,33.4,43.35,739.84,263.1
2024-06-07 16:20:00,33.78,44.03,668.67,264.77
2024-06-07 16:25:00,34.12,43.51,609.59,264.19
2024-06-07 16:30:00,34.24,42.59,190.9,262.26
2024-06-07 16:35:00,33.57,43.22,128.35,261.62
2024-06-07 16:40:00,33.53,43.89,608.15,263.07
2024-06-07 16:45:00,33.73,42.19,204.02,263.23
2024-06-07 16:50:00,33.32,42.32,473.9,263.3
2024-06-07 16:55:00,33.14,42.16,549.11,263.69
2024-06-07 17:00:00,33.26,42.44,511.01,264.17
2024-06-07 17:05:00,33.58,42.34,488.94,263.31
2024-06-07 17:10:00,33.57,40.91,479.49,264.07
2024-06-07 17:15:00,33.49,40.39,450.74,264.23
2024-06-07 17:20:00,33.34,39.62,437.97,263.43
2024-06-07 17:25:00,33.4,40.19,422.42,263.79
2024-06-07 17:30:00,33.48,39.26,404.45,263.97
2024-06-07 17:35:00,33.43,38.61,388.6,264.28
2024-06-07 17:40:00,33.38,38.81,374.85,264.23
2024-06-07 17:45:00,33.44,38.64,358.79,264.52
2024-06-07 17:50:00,33.53,38.72,347.13,264.88
2024-06-07 17:55:00,33.36,38.01,291.52,264.42
2024-06-07 18:00:00,33.07,37.55,308.5,264.16
2024-06-07 18:05:00,32.9,38.29,61.16,263.67
2024-06-07 18:10:00,32.58,39.41,279.24,264.04
2024-06-07 18:15:00,32.66,40.14,46.5,263.97
2024-06-07 18:20:00,32.31,40.42,248.05,263.12
2024-06-07 18:25:00,32.4,41.27,231.98,263.29
2024-06-07 18:30:00,32.55,41.72,211.73,263.86
2024-06-07 18:35:00,32.74,41.57,191.58,264.0
2024-06-07 18:40:00,32.77,41.59,174.86,263.7
2024-06-07 18:45:00,32.66,41.27,161.0,263.45
2024-06-07 18:50:00,32.63,41.45,146.75,263.54
2024-06-07 18:55:00,32.67,40.66,132.9,263.4
2024-06-07 19:00:00,32.62,41.08,120.26,263.18
2024-06-07 19:05:00,32.48,41.16,107.52,262.86
2024-06-07 19:10:00,32.24,40.99,95.15,262.64
2024-06-07 19:15:00,32.16,40.66,82.49,263.38
2024-06-07 19:20:00,32.34,40.49,45.57,263.36
2024-06-07 19:25:00,32.81,40.44,23.95,263.5
2024-06-07 19:30:00,33.16,40.2,24.41,263.29
2024-06-07 19:35:00,33.23,40.64,46.33,262.61
2024-06-07 19:40:00,33.46,40.95,25.38,263.19
2024-06-07 19:45:00,33.31,41.0,21.04,263.45
2024-06-07 19:50:00,33.01,41.44,16.92,263.59
2024-06-07 19:55:00,32.83,41.51,14.75,263.53
2024-06-07 20:00:00,32.67,41.48,13.5,262.25
2024-06-07 20:05:00,31.57,43.07,12.07,261.97
2024-06-07 20:10:00,30.69,46.87,10.63,262.17
2024-06-07 20:15:00,29.89,48.34,8.91,262.46
2024-06-07 20:20:00,29.1,50.32,7.19,262.28
2024-06-07 20:25:00,28.22,54.88,5.42,261.98
2024-06-07 20:30:00,27.63,58.52,3.71,262.11
2024-06-07 20:35:00,27.23,61.49,1.98,262.53
2024-06-07 20:40:00,26.7,62.95,0.85,262.71
2024-06-08 06:10:00,16.45,96.5,2.01,218.61
2024-06-08 06:15:00,16.4,96.66,3.43,260.8
2024-06-08 06:20:00,16.4,96.84,5.52,261.17
2024-06-08 06:25:00,16.4,96.9,8.42,260.75
2024-06-08 06:30:00,16.43,97.05,11.63,260.96
2024-06-08 06:35:00,16.67,97.32,13.46,261.11
2024-06-08 06:40:00,16.99,97.36,16.05,261.01
2024-06-08 06:45:00,17.26,95.21,18.56,261.58
2024-06-08 06:50:00,17.79,92.35,20.41,261.76
2024-06-08 06:55:00,18.66,88.76,22.37,260.91
2024-06-08 07:00:00,19.01,84.2,24.4,260.79
2024-06-08 07:05:00,19.7,80.69,26.73,260.95
2024-06-08 07:10:00,20.05,77.19,67.39,260.34
2024-06-08 07:15:00,20.58,74.23,80.59,260.6
2024-06-08 07:20:00,21.07,71.16,91.57,260.44
2024-06-08 07:25:00,21.3,69.93,100.37,260.97
2024-06-08 07:30:00,21.9,68.4,111.0,260.78
2024-06-08 07:35:00,21.9,67.12,120.86,260.88
2024-06-08 07:40:00,22.07,68.48,132.48,260.1
2024-06-08 07:45:00,22.36,69.81,143.13,260.2
2024-06-08 07:50:00,22.28,70.56,156.74,260.33
2024-06-08 07:55:00,22.25,70.93,165.52,259.93
2024-06-08 08:00:00,22.66,70.02,177.22,259.98
2024-06-08 08:05:00,23.6,70.11,188.64,259.96
2024-06-08 08:10:00,24.33,65.85,199.51,260.57
2024-06-08 08:15:00,24.97,64.07,211.13,260.54
2024-06-08 08:20:00,25.38,61.58,223.52,260.13
2024-06-08 08:25:00,26.11,59.72,238.69,260.04
2024-06-08 08:30:00,26.04,57.27,253.9,260.52
2024-06-08 08:35:00,25.79,56.27,270.15,261.08
2024-06-08 08:40:00,25.78,56.38,285.73,262.4
2024-06-08 08:45:00,25.94,56.02,301.5,262.04
2024-06-08 08:50:00,26.06,54.96,317.5,262.04
2024-06-08 08:55:00,26.31,54.43,333.13,262.14
2024-06-08 09:00:00,26.22,53.47,349.53,262.5
2024-06-08 09:05:00,26.32,53.97,364.93,262.52
2024-06-08 09:10:00,26.49,52.96,380.01,262.45
2024-06-08 09:15:00,26.89,52.1,395.84,261.64
2024-06-08 09:20:00,27.16,50.47,411.31,261.27
2024-06-08 09:25:00,26.9,49.88,426.8,261.72
2024-06-08 09:30:00,27.19,49.64,441.66,261.27
2024-06-08 09:35:00,27.65,49.76,456.68,261.44
2024-06-08 09:40:00,27.88,47.79,471.34,261.5
2024-06-08 09:45:00,27.76,46.32,486.08,261.68
2024-06-08 09:50:00,28.13,45.16,501.09,262.01
2024-06-08 09:55:00,28.38,44.34,519.2,262.32
2024-06-08 10:00:00,28.59,43.8,529.58,261.57
2024-06-08 10:05:00,28.75,42.48,543.6,262.58
2024-06-08 10:10:00,29.01,42.8,557.43,263.13
2024-06-08 10:15:00,29.39,42.47,571.12,262.96
2024-06-08 10:20:00,29.55,42.08,583.34,263.05
2024-06-08 10:25:00,29.8,41.78,597.14,263.21
2024-06-08 10:30:00,29.96,40.84,610.74,263.69
2024-06-08 10:35:00,30.19,40.71,625.58,263.46
2024-06-08 10:40:00,30.36,39.93,636.7,262.94
2024-06-08 10:45:00,30.83,39.9,648.8,262.71
2024-06-08 10:50:00,31.47,38.72,660.44,263.08
2024-06-08 10:55:00,31.26,36.3,671.27,262.55
2024-06-08 11:00:00,31.54,37.7,683.54,262.86
2024-06-08 11:05:00,31.95,38.12,693.96,263.32
2024-06-08 11:10:00,31.5,36.03,706.81,263.87
2024-06-08 11:15:00,31.72,36.67,714.93,263.74
2024-06-08 11:20:00,31.89,36.11,727.11,263.65
2024-06-08 11:25:00,31.98,35.66,738.5,263.5
2024-06-08 11:30:00,32.56,36.58,740.81,263.14
2024-06-08 11:35:00,33.42,36.58,753.49,262.98
2024-06-08 11:40:00,33.26,35.1,762.87,262.99
2024-06-08 11:45:00,33.37,35.72,770.88,262.76
2024-06-08 11:50:00,34.44,35.44,778.4,263.09
2024-06-08 11:55:00,35.06,34.48,785.29,263.3
2024-06-08 12:00:00,35.97,33.58,792.46,265.55
2024-06-08 12:05:00,36.35,31.59,797.14,265.98
2024-06-08 12:10:00,35.1,30.22,808.24,266.17
2024-06-08 12:15:00,34.33,32.87,815.16,265.63
2024-06-08 12:20:00,35.64,32.16,820.15,265.52
2024-06-08 12:25:00,35.98,31.16,825.23,265.53
2024-06-08 12:30:00,36.36,32.47,828.76,265.34
2024-06-08 12:35:00,36.28,30.31,831.65,265.33
2024-06-08 12:40:00,35.51,30.45,832.52,265.01
2024-06-08 12:45:00,36.31,31.02,835.54,265.53
2024-06-08 12:50:00,35.99,31.0,837.12,265.46
2024-06-08 12:55:00,35.09,30.59,847.31,265.31
2024-06-08 13:00:00,34.24,30.58,843.03,265.35
2024-06-08 13:05:00,35.38,32.98,848.56,264.61
2024-06-08 13:10:00,35.2,30.58,848.77,264.45
2024-06-08 13:15:00,35.57,32.3,849.6,264.47
2024-06-08 13:20:00,36.36,31.53,853.57,264.3
2024-06-08 13:25:00,35.72,33.1,851.75,264.25
2024-06-08 13:30:00,36.87,33.19,850.62,264.13
2024-06-08 13:35:00,38.02,31.78,834.21,264.71
2024-06-08 13:40:00,39.32,30.38,834.14,264.7
2024-06-08 13:45:00,40.43,28.54,842.29,264.0
2024-06-08 13:50:00,40.63,26.97,842.26,263.93
2024-06-08 13:55:00,40.97,27.32,836.18,264.24
2024-06-08 14:00:00,41.4,27.44,835.29,263.66
2024-06-08 14:05:00,41.63,26.74,835.56,263.74
2024-06-08 14:10:00,41.16,26.19,833.61,264.07
2024-06-08 14:15:00,40.93,26.22,830.37,263.91
2024-06-08 14:20:00,40.34,25.3,829.28,264.25
2024-06-08 14:25:00,39.61,26.49,816.71,263.98
2024-06-08 14:30:00,39.25,27.06,816.24,264.15
2024-06-08 14:35:00,37.7,28.55,809.91,264.04
2024-06-08 14:40:00,36.84,30.84,798.86,263.84
2024-06-08 14:45:00,37.17,31.79,798.77,263.86
2024-06-08 14:50:00,38.03,32.16,796.41,265.34
2024-06-08 14:55:00,38.47,29.7,792.93,264.96
2024-06-08 15:00:00,38.39,29.29,772.86,265.3
2024-06-08 15:05:00,38.83,30.76,692.92,264.8
2024-06-08 15:10:00,38.55,30.34,751.12,265.47
2024-06-08 15:15:00,38.03,29.17,765.59,265.56
2024-06-08 15:20:00,36.82,28.75,741.24,265.18
2024-06-08 15:25:00,36.1,30.64,660.76,264.43
2024-06-08 15:30:00,36.42,31.71,665.87,264.4
2024-06-08 15:35:00,36.78,30.48,715.09,264.09
2024-06-08 15:40:00,36.94,30.62,717.95,264.03
2024-06-08 15:45:00,37.22,30.8,698.27,263.91
2024-06-08 15:50:00,37.38,30.29,685.38,264.03
2024-06-08 15:55:00,37.2,31.58,663.63,265.77
2024-06-08 16:00:00,38.08,31.9,659.18,265.77
2024-06-08 16:05:00,38.92,31.57,647.38,265.21
2024-06-08 16:10:00,38.41,30.65,633.78,264.83
2024-06-08 16:15:00,37.01,30.07,619.49,265.24
2024-06-08 16:20:00,36.58,30.73,606.02,264.72
2024-06-08 16:25:00,36.45,29.21,593.42,264.58
2024-06-08 16:30:00,35.31,29.98,581.71,264.69
2024-06-08 16:35:00,34.18,31.13,562.37,265.01
2024-06-08 16:40:00,34.27,33.6,550.19,264.76
2024-06-08 16:45:00,34.73,34.03,525.61,264.11
2024-06-08 16:50:00,34.44,31.94,498.25,264.42
2024-06-08 16:55:00,33.91,32.46,440.45,263.93
2024-06-08 17:00:00,33.51,33.36,439.0,263.52
2024-06-08 17:05:00,33.6,33.71,394.86,263.39
2024-06-08 17:10:00,33.14,33.38,452.58,263.39
2024-06-08 17:15:00,32.91,33.04,434.14,264.05
2024-06-08 17:20:00,32.84,33.84,423.72,264.52
2024-06-08 17:25:00,32.98,33.71,407.91,263.57
2024-06-08 17:30:00,32.84,33.36,407.66,263.17
2024-06-08 17:35:00,33.23,33.91,387.62,263.85
2024-06-08 17:40:00,33.23,33.08,363.4,263.56
2024-06-08 17:45:00,33.07,33.4,345.94,263.81
2024-06-08 17:50:00,32.86,33.55,338.12,263.76
2024-06-08 17:55:00,32.91,33.31,327.49,264.03
2024-06-08 18:00:00,32.96,33.7,307.01,264.06
2024-06-08 18:05:00,32.84,34.4,276.91,264.02
2024-06-08 18:10:00,32.74,35.18,257.92,263.17
2024-06-08 18:15:00,32.88,35.24,241.11,263.24
2024-06-08 18:20:00,32.98,35.94,229.42,263.73
2024-06-08 18:25:00,32.72,34.35,220.87,263.69
2024-06-08 18:30:00,32.76,35.7,203.34,263.7
2024-06-08 18:35:00,33.01,34.3,192.18,263.65
2024-06-08 18:40:00,33.21,35.17,174.07,263.42
2024-06-08 18:45:00,33.38,34.92,160.79,263.33
2024-06-08 18:50:00,33.19,34.43,145.78,263.06
2024-06-08 18:55:00,33.24,34.85,130.83,263.27
2024-06-08 19:00:00,33.34,36.95,119.75,263.28
2024-06-08 19:05:00,33.04,37.49,106.53,263.1
2024-06-08 19:10:00,32.77,36.28,93.15,263.61
2024-06-08 19:15:00,32.69,38.85,81.34,263.59
2024-06-08 19:20:00,33.37,40.22,51.14,263.23
2024-06-08 19:25:00,34.19,39.4,35.43,263.02
2024-06-08 19:30:00,34.83,39.4,34.69,263.42
2024-06-08 19:35:00,34.48,38.31,50.16,263.5
2024-06-08 19:40:00,34.08,38.51,35.66,263.57
2024-06-08 19:45:00,34.27,40.25,27.04,263.53
2024-06-08 19:50:00,33.88,42.51,24.94,263.53
2024-06-08 19:55:00,33.41,46.91,21.8,262.66
2024-06-08 20:00:00,33.02,47.5,19.67,262.25
2024-06-08 20:05:00,32.41,49.06,17.73,262.22
2024-06-08 20:10:00,31.24,51.12,15.5,262.76
2024-06-08 20:15:00,30.11,52.0,13.1,262.75
2024-06-08 20:20:00,28.85,51.45,10.39,263.14
2024-06-08 20:25:00,27.87,52.07,7.49,263.09
2024-06-08 20:30:00,27.39,54.74,4.25,263.48
2024-06-08 20:35:00,26.98,58.41,3.12,263.95
2024-06-08 20:40:00,26.23,60.99,1.69,264.04
2024-06-08 20:45:00,25.7,62.61,0.06,263.02
2024-06-09 06:10:00,16.8,98.6,1.57,219.58
2024-06-09 06:15:00,16.77,98.6,2.46,261.62
2024-06-09 06:20:00,16.76,98.7,3.5,262.34
2024-06-09 06:25:00,16.71,98.7,4.93,262.23
2024-06-09 06:30:00,16.7,98.76,7.26,262.25
2024-06-09 06:35:00,16.78,98.91,10.94,262.16
2024-06-09 06:40:00,16.86,99.05,17.23,262.26
2024-06-09 06:45:00,17.08,99.15,20.51,261.68
2024-06-09 06:50:00,17.65,99.43,23.86,261.76
2024-06-09 06:55:00,18.52,99.49,25.98,261.57
2024-06-09 07:00:00,19.39,97.04,28.69,261.51
2024-06-09 07:05:00,20.25,88.94,30.69,261.52
2024-06-09 07:10:00,20.95,82.19,54.57,261.51
2024-06-09 07:15:00,21.61,77.24,72.59,261.94
2024-06-09 07:20:00,22.27,72.61,79.43,261.59
2024-06-09 07:25:00,23.03,70.76,90.46,261.67
2024-06-09 07:30:00,23.11,67.36,100.66,260.99
2024-06-09 07:35:00,23.79,66.01,111.27,260.63
2024-06-09 07:40:00,23.6,65.91,121.62,261.35
2024-06-09 07:45:00,23.88,65.41,133.21,260.89
2024-06-09 07:50:00,24.27,68.48,144.55,261.13
2024-06-09 07:55:00,24.63,68.46,155.53,261.01
2024-06-09 08:00:00,24.63,68.32,168.24,260.87
2024-06-09 08:05:00,24.51,68.56,183.88,261.19
2024-06-09 08:10:00,25.01,70.48,187.65,261.25
2024-06-09 08:15:00,25.11,68.32,215.24,261.21
2024-06-09 08:20:00,25.01,68.16,177.1,260.48
2024-06-09 08:25:00,25.06,71.04,209.8,260.36
2024-06-09 08:30:00,24.91,68.88,239.36,260.86
2024-06-09 08:35:00,25.04,68.53,257.24,260.34
2024-06-09 08:40:00,25.59,68.28,277.96,260.18
2024-06-09 08:45:00,26.16,66.27,292.87,260.39
2024-06-09 08:50:00,26.91,65.58,306.3,260.6
2024-06-09 08:55:00,27.44,61.71,318.09,262.49
2024-06-09 09:00:00,28.12,60.64,335.48,262.76
2024-06-09 09:05:00,28.48,57.59,336.81,262.31
2024-06-09 09:10:00,28.74,56.03,360.28,262.03
2024-06-09 09:15:00,29.14,55.05,388.16,262.21
2024-06-09 09:20:00,29.76,54.29,396.67,261.66
2024-06-09 09:25:00,29.71,53.21,382.01,261.64
2024-06-09 09:30:00,29.69,51.81,396.48,261.71
2024-06-09 09:35:00,29.66,51.79,398.28,262.05
2024-06-09 09:40:00,29.74,51.92,403.13,261.66
2024-06-09 09:45:00,29.83,51.87,407.8,263.87
2024-06-09 09:50:00,30.14,52.17,414.62,264.44
2024-06-09 09:55:00,30.41,51.56,441.53,263.79
2024-06-09 10:00:00,30.82,51.59,465.65,264.0
2024-06-09 10:05:00,31.11,50.82,452.38,264.53
2024-06-09 10:10:00,30.98,48.99,509.52,264.25
2024-06-09 10:15:00,31.46,48.76,532.19,263.7
2024-06-09 10:20:00,32.1,48.05,568.76,263.66
2024-06-09 10:25:00,32.06,47.24,558.97,263.82
2024-06-09 10:30:00,32.08,46.06,569.2,263.93
2024-06-09 10:35:00,32.06,45.59,577.33,263.6
2024-06-09 10:40:00,32.38,44.78,597.38,263.5
2024-06-09 10:45:00,32.37,44.62,540.95,263.25
2024-06-09 10:50:00,32.27,43.89,675.3,263.7
2024-06-09 10:55:00,32.54,43.59,346.16,264.09
2024-06-09 11:00:00,33.03,43.85,635.04,263.17
2024-06-09 11:05:00,33.54,43.0,698.3,263.89
2024-06-09 11:10:00,33.2,41.48,434.96,263.68
2024-06-09 11:15:00,32.86,42.05,427.42,262.16
2024-06-09 11:20:00,33.2,43.28,652.54,262.54
2024-06-09 11:25:00,33.41,43.11,685.51,262.94
2024-06-09 11:30:00,33.39,42.43,699.59,263.21
2024-06-09 11:35:00,33.85,41.8,653.49,263.0
2024-06-09 11:40:00,34.33,40.84,730.09,263.62
2024-06-09 11:45:00,35.45,39.96,427.4,263.99
2024-06-09 11:50:00,34.88,37.28,662.46,263.83
2024-06-09 11:55:00,34.52,39.34,674.54,264.87
2024-06-09 12:00:00,35.33,39.63,737.32,264.35
2024-06-09 12:05:00,35.44,37.78,785.05,264.18
2024-06-09 12:10:00,34.86,37.1,833.62,264.68
2024-06-09 12:15:00,35.17,37.8,433.96,263.6
2024-06-09 12:20:00,34.52,37.84,405.66,261.39
2024-06-09 12:25:00,34.56,38.29,455.0,262.16
2024-06-09 12:30:00,34.97,38.14,429.73,263.34
2024-06-09 12:35:00,35.02,37.68,536.76,262.83
2024-06-09 12:40:00,35.36,37.55,578.13,263.27
2024-06-09 12:45:00,35.47,37.54,805.88,263.59
2024-06-09 12:50:00,35.49,38.09,631.93,263.09
2024-06-09 12:55:00,34.76,37.76,842.86,263.38
2024-06-09 13:00:00,35.07,38.04,796.2,262.91
2024-06-09 13:05:00,35.38,36.86,791.76,263.08
2024-06-09 13:10:00,35.58,36.93,850.94,263.9
2024-06-09 13:15:00,36.66,36.14,822.62,264.34
2024-06-09 13:20:00,36.57,36.02,814.31,264.86
2024-06-09 13:25:00,36.1,36.5,830.79,264.8
2024-06-09 13:30:00,37.01,36.47,723.36,263.19
2024-06-09 13:35:00,36.49,35.62,336.85,261.99
2024-06-09 13:40:00,35.91,36.28,268.48,260.55
2024-06-09 13:45:00,34.91,36.94,299.91,259.94
2024-06-09 13:50:00,33.94,38.25,278.73,260.35
2024-06-09 13:55:00,33.69,39.92,265.14,260.35
2024-06-09 14:00:00,33.46,41.22,313.5,261.04
2024-06-09 14:05:00,33.06,42.5,314.76,261.06
2024-06-09 14:10:00,32.9,43.3,329.83,260.57
2024-06-09 14:15:00,32.83,44.68,391.38,261.21
2024-06-09 14:20:00,33.07,45.38,444.21,261.78
2024-06-09 14:25:00,33.5,44.72,882.87,262.13
2024-06-09 14:30:00,33.94,44.03,806.34,263.11
2024-06-09 14:35:00,34.52,41.55,714.25,263.01
2024-06-09 14:40:00,35.1,41.5,836.12,263.71
2024-06-09 14:45:00,35.91,40.01,851.38,263.67
2024-06-09 14:50:00,35.87,39.51,832.1,263.71
2024-06-09 14:55:00,36.48,40.08,611.46,264.39
2024-06-09 15:00:00,36.08,38.48,815.94,263.97
2024-06-09 15:05:00,35.99,39.32,833.51,263.61
2024-06-09 15:10:00,36.35,39.15,527.35,263.26
2024-06-09 15:15:00,36.07,39.37,332.28,261.4
2024-06-09 15:20:00,35.35,39.79,384.52,261.75
2024-06-09 15:25:00,34.6,41.62,443.61,262.16
2024-06-09 15:30:00,34.32,43.17,317.92,261.1
2024-06-09 15:35:00,34.06,44.23,271.79,260.59
